日期,地区,价格,数量,均重
2014-04-21,云南,7.88,2.64,4.35
2014-04-21,四川,7.75,6.21,4.53
2014-04-21,安徽,6.84,6.03,3.76
2014-04-21,山东,6.51,2.42,4.67
2014-04-21,广东,7.92,63.85,3.33
2014-04-21,广西,7.65,16.79,3.75
2014-04-21,江苏,7.09,9.89,3.57
2014-04-21,江西,7.65,4.49,3.13
2014-04-21,浙江,7.28,8.32,3.46
2014-04-21,海南,7.86,3.35,2.96
2014-04-21,湖北,7.38,12.01,3.19
2014-04-21,湖南,7.6,7.01,3.1
2014-04-21,福建,8.07,3.52,3.27
2014-04-21,贵州,7.1,4.05,3.93
2014-04-21,重庆,7.63,2.07,4.4
2014-04-22,云南,7.95,2.58,4.36
2014-04-22,四川,7.83,5.68,4.59
2014-04-22,安徽,6.8,4.86,3.7
2014-04-22,山东,6.74,2.65,4.46
2014-04-22,广东,7.92,61.6,3.36
2014-04-22,广西,7.7,21.63,3.77
2014-04-22,江苏,7.07,10.49,3.76
2014-04-22,江西,7.6,4.17,3.17
2014-04-22,浙江,7.35,7.51,3.48
2014-04-22,海南,8.12,1.51,2.92
2014-04-22,湖北,7.49,5.1,3.23
2014-04-22,湖南,7.69,3.96,3.12
2014-04-22,福建,7.97,4.58,3.35
2014-04-22,贵州,6.98,2.38,4
2014-04-22,重庆,7.9,1.3,4.12
2014-04-23,云南,7.91,2.3,4.26
2014-04-23,四川,7.73,6.38,4.51
2014-04-23,安徽,6.8,6.73,3.8
2014-04-23,山东,6.64,3.53,4.34
2014-04-23,广东,8.03,47.44,3.31
2014-04-23,广西,7.84,16.27,3.69
2014-04-23,江苏,7.05,14.83,3.65
2014-04-23,江西,7.73,4.07,3.16
2014-04-23,浙江,7.44,7.41,3.57
2014-04-23,海南,7.79,2.28,3.02
2014-04-23,湖北,7.48,8.24,3.28
2014-04-23,湖南,7.53,6.45,3.27
2014-04-23,福建,8.06,3.18,3.32
2014-04-23,贵州,7.56,3.25,4.13
2014-04-23,重庆,7.83,2.57,4.51
2014-04-24,云南,7.95,2.52,4.38
2014-04-24,四川,7.77,7.2,4.59
2014-04-24,安徽,6.9,6.43,3.63
2014-04-24,山东,6.82,2.36,4.37
2014-04-24,广东,8.1,45.1,3.32
2014-04-24,广西,7.88,19.65,3.72
2014-04-24,江苏,7.19,8.94,3.66
2014-04-24,江西,7.84,2.77,3.16
2014-04-24,浙江,7.46,7.07,3.52
2014-04-24,海南,7.27,3.54,2.85
2014-04-24,湖北,7.62,7.69,3.18
2014-04-24,湖南,7.48,5.51,3.28
2014-04-24,福建,8.21,3.63,3.42
2014-04-24,贵州,7.58,2.63,4.16
2014-04-24,重庆,7.85,2.03,4.29
2014-04-25,云南,8.08,3.02,4.13
2014-04-25,四川,7.81,7.25,4.66
2014-04-25,安徽,6.9,10.3,3.67
2014-04-25,山东,6.88,1.39,4.29
2014-04-25,广东,8.36,45.79,3.38
2014-04-25,广西,7.97,18.68,3.71
2014-04-25,江苏,7.26,10.39,3.48
2014-04-25,江西,7.91,3.28,3.2
2014-04-25,浙江,7.72,6.17,3.46
2014-04-25,海南,7.83,2.49,2.9
2014-04-25,湖北,7.84,5.65,3.16
2014-04-25,湖南,7.69,4.24,3.27
2014-04-25,福建,8.02,3.64,3.43
2014-04-25,贵州,7.8,3.13,4.2
2014-04-25,重庆,7.91,2.21,4.26
2014-04-26,云南,8.16,2.85,4.3
2014-04-26,四川,7.9,7.3,4.65
2014-04-26,安徽,7.05,7.27,3.56
2014-04-26,山东,6.93,2.17,4.23
2014-04-26,广东,8.81,46.79,3.29
2014-04-26,广西,8.11,17.54,3.71
2014-04-26,江苏,7.23,13.69,3.65
2014-04-26,江西,7.78,3.3,3.41
2014-04-26,浙江,7.65,6.68,3.52
2014-04-26,海南,8.03,1.9,2.95
2014-04-26,湖北,7.84,7.08,3.26
2014-04-26,湖南,7.75,5.4,3.21
2014-04-26,福建,9.18,3.64,3.13
2014-04-26,贵州,7.57,4.04,3.97
2014-04-26,重庆,7.89,2.48,4.24
2014-04-27,云南,8.22,2.09,4.43
2014-04-27,四川,7.9,9.22,4.75
2014-04-27,安徽,7.25,8.4,3.48
2014-04-27,山东,6.83,3.32,4.21
2014-04-27,广东,9.01,44.25,3.29
2014-04-27,广西,8.25,16.31,3.81
2014-04-27,江苏,7.29,15.63,3.68
2014-04-27,江西,8.29,4.06,3.16
2014-04-27,浙江,7.74,8.36,3.46
2014-04-27,海南,7.96,1.94,2.91
2014-04-27,湖北,7.77,7.48,3.31
2014-04-27,湖南,8.14,6.34,3.13
2014-04-27,福建,8.64,2.6,3.34
2014-04-27,贵州,7.88,2.98,3.96
2014-04-27,重庆,8.01,1.89,4.01
2014-04-28,云南,8.18,4.54,4.25
2014-04-28,四川,7.91,10.24,4.68
2014-04-28,安徽,7.07,9.63,3.85
2014-04-28,山东,6.86,2.57,4.24
2014-04-28,广东,9.12,46.76,3.32
2014-04-28,广西,8.63,14.1,3.69
2014-04-28,江苏,7.52,10.89,3.69
2014-04-28,江西,8.31,4.68,3.14
2014-04-28,浙江,7.73,7.42,3.49
2014-04-28,海南,7.72,2.04,3
2014-04-28,湖北,8.06,11.06,3.24
2014-04-28,湖南,8.17,6.57,3.14
2014-04-28,福建,9.35,3.44,2.97
2014-04-28,贵州,7.81,3.22,3.83
2014-04-28,重庆,8.12,3.28,4.46
2014-04-29,云南,8.22,2.14,4.43
2014-04-29,四川,8.53,7.6,4.62
2014-04-29,安徽,7.35,8.27,3.61
2014-04-29,山东,6.85,3.24,4.47
2014-04-29,广东,9.15,54.2,3.28
2014-04-29,广西,8.81,14.41,3.67
2014-04-29,江苏,7.57,14.07,3.78
2014-04-29,江西,8.64,4.82,3.04
2014-04-29,浙江,7.99,12.13,3.39
2014-04-29,海南,7.63,1.54,3.04
2014-04-29,湖北,8.38,7.03,3.23
2014-04-29,湖南,8.42,8.2,3.23
2014-04-29,福建,8.77,3.73,3.33
2014-04-29,贵州,8.13,1.89,4.05
2014-04-29,重庆,8.18,2.58,4.07
2014-04-30,云南,8.28,3.17,4.4
2014-04-30,四川,8.78,8.27,4.64
2014-04-30,安徽,7.56,7.65,3.58
2014-04-30,山东,7.11,4.46,3.9
2014-04-30,广东,9.13,67.89,3.28
2014-04-30,广西,8.93,18.7,3.78
2014-04-30,江苏,7.79,19.92,3.8
2014-04-30,江西,8.75,4.59,3.1
2014-04-30,浙江,8.16,17.1,3.37
2014-04-30,海南,8.03,2.86,2.99
2014-04-30,湖北,8.6,7.88,3.2
2014-04-30,湖南,8.59,5.77,3.2
2014-04-30,福建,8.98,4.74,3.17
2014-04-30,贵州,7.95,1.65,4.05
2014-04-30,重庆,8.49,4.29,4.03
2014-05-01,云南,8.85,1.64,3.99
2014-05-01,四川,8.99,8.13,4.46
2014-05-01,安徽,7.91,6.42,3.41
2014-05-01,山东,7.54,1.75,3.94
2014-05-01,广东,9.17,58.69,3.3
2014-05-01,广西,9.32,9.53,3.71
2014-05-01,江苏,8.27,9.72,3.71
2014-05-01,江西,8.93,4.25,3.06
2014-05-01,浙江,8.58,11.76,3.38
2014-05-01,海南,8.36,3.39,2.99
2014-05-01,湖北,8.68,7.55,3.19
2014-05-01,湖南,8.4,7.51,3.32
2014-05-01,福建,8.85,5.21,3.34
2014-05-01,贵州,9.03,1.8,3.75
2014-05-01,重庆,8.63,3.45,3.9
2014-05-02,云南,8.73,2.26,4.28
2014-05-02,四川,9.15,6.01,4.41
2014-05-02,安徽,7.84,5.09,3.64
2014-05-02,山东,7.4,1.81,4.32
2014-05-02,广东,9.25,50.8,3.29
2014-05-02,广西,9.18,13.49,3.69
2014-05-02,江苏,8.22,8.81,3.72
2014-05-02,江西,9.06,4.85,3.05
2014-05-02,浙江,8.48,6.98,3.49
2014-05-02,海南,8.38,2.37,2.94
2014-05-02,湖北,8.74,8.88,3.26
2014-05-02,湖南,8.93,6.57,3.23
2014-05-02,福建,9.07,3.93,3.18
2014-05-02,贵州,9.3,0.69,4.28
2014-05-02,重庆,8.88,2.21,3.98
2014-05-03,云南,8.76,2.2,4.12
2014-05-03,四川,9.37,4.07,4.68
2014-05-03,安徽,7.77,4.7,3.55
2014-05-03,山东,7.08,2.9,4.3
2014-05-03,广东,9.68,37.78,3.25
2014-05-03,广西,9.25,20.86,3.81
2014-05-03,江苏,8.03,9.91,3.87
2014-05-03,江西,9.5,3.6,3.03
2014-05-03,浙江,8.74,4.36,3.38
2014-05-03,海南,8.55,4,2.94
2014-05-03,湖北,8.74,6.07,3.4
2014-05-03,湖南,8.84,8.56,3.29
2014-05-03,福建,9.3,3.54,3.18
2014-05-03,贵州,9.11,1.54,3.73
2014-05-03,重庆,9.04,2.67,4.17
2014-05-04,云南,8.93,1.87,4.57
2014-05-04,四川,9.31,4.75,4.49
2014-05-04,安徽,7.76,5.04,3.88
2014-05-04,山东,7.13,2.9,4.24
2014-05-04,广东,9.89,29.62,3.31
2014-05-04,广西,9.51,11.56,3.82
2014-05-04,江苏,8,7.77,3.78
2014-05-04,江西,9.2,3.93,3.13
2014-05-04,浙江,8.85,6.65,3.23
2014-05-04,海南,8.74,3.65,2.82
2014-05-04,湖北,9.11,4.87,3.26
2014-05-04,湖南,8.63,5.96,3.31
2014-05-04,福建,8.97,1.8,3.53
2014-05-04,贵州,9.53,0.71,4.14
2014-05-04,重庆,8.78,1.43,3.72
2014-05-05,云南,8.99,2.29,4.53
2014-05-05,四川,9.37,4.46,4.72
2014-05-05,安徽,7.69,7.85,3.7
2014-05-05,山东,7.2,2.93,4.13
2014-05-05,广东,9.94,32.3,3.34
2014-05-05,广西,9.82,12.99,3.82
2014-05-05,江苏,8.31,8.36,3.58
2014-05-05,江西,9.53,2.57,3.15
2014-05-05,浙江,8.72,5.11,3.39
2014-05-05,海南,8.66,3.78,3.05
2014-05-05,湖北,9.09,4.22,3.29
2014-05-05,湖南,9.13,3.23,3.34
2014-05-05,福建,10.16,2.62,3.14
2014-05-05,贵州,9.05,1.61,4.11
2014-05-05,重庆,8.67,1.34,3.97
2014-05-06,云南,9.22,1.33,4.59
2014-05-06,四川,8.99,4.43,4.45
2014-05-06,安徽,7.65,4.43,3.76
2014-05-06,山东,7.17,2.88,4.15
2014-05-06,广东,9.73,29.89,3.37
2014-05-06,广西,9.65,12.82,3.89
2014-05-06,江苏,8.03,10.44,3.73
2014-05-06,江西,9.65,3.04,3.1
2014-05-06,浙江,8.69,7.12,3.43
2014-05-06,海南,9.08,1.86,3.04
2014-05-06,湖北,8.99,2.89,3.3
2014-05-06,湖南,9.11,6.11,3.31
2014-05-06,福建,9.73,1.75,3.22
2014-05-06,贵州,8.87,1.42,3.88
2014-05-06,重庆,8.74,1.86,3.93
2014-05-07,云南,9.22,1.74,4.17
2014-05-07,四川,8.71,7.05,4.3
2014-05-07,安徽,7.61,4.49,3.74
2014-05-07,山东,7.29,1.66,4.17
2014-05-07,广东,9.88,37.3,3.33
2014-05-07,广西,9.78,12.7,3.81
2014-05-07,江苏,8.12,8.91,3.67
2014-05-07,江西,9.36,1.92,3.26
2014-05-07,浙江,8.69,4.71,3.42
2014-05-07,海南,8.46,1.71,3.2
2014-05-07,湖北,8.94,5.02,3.38
2014-05-07,湖南,9.11,6.93,3.3
2014-05-07,福建,9.92,3.02,3.36
2014-05-07,贵州,8.8,0.66,3.7
2014-05-07,重庆,8.59,1.41,3.82
2014-05-08,云南,8.84,2.2,4.66
2014-05-08,四川,9.17,7.21,4.71
2014-05-08,安徽,7.62,9.1,3.68
2014-05-08,山东,7.07,2.28,4.25
2014-05-08,广东,9.68,35.01,3.33
2014-05-08,广西,9.72,11.83,3.82
2014-05-08,江苏,7.83,10.54,3.68
2014-05-08,江西,9.54,2.29,3.12
2014-05-08,浙江,8.72,7.07,3.38
2014-05-08,海南,9.24,3.04,3.1
2014-05-08,湖北,8.73,4.13,3.42
2014-05-08,湖南,9.23,7.63,3.32
2014-05-08,福建,9.28,2.75,3.35
2014-05-08,贵州,9.56,1.4,3.99
2014-05-08,重庆,8.38,2.57,3.88
2014-05-09,云南,8.92,1.65,4.57
2014-05-09,四川,9.06,7.22,4.52
2014-05-09,安徽,7.31,6.64,3.79
2014-05-09,山东,7.3,2.3,4.04
2014-05-09,广东,9.55,47.89,3.33
2014-05-09,广西,9.73,10.6,3.81
2014-05-09,江苏,7.73,9.38,3.69
2014-05-09,江西,9.46,3.58,3.16
2014-05-09,浙江,8.73,7.01,3.25
2014-05-09,海南,9.3,2.91,3.08
2014-05-09,湖北,8.72,7.49,3.33
2014-05-09,湖南,8.96,6.33,3.31
2014-05-09,福建,9.51,4.46,3.4
2014-05-09,贵州,8.62,0.55,3.92
2014-05-09,重庆,8.86,1.61,3.84
2014-05-10,云南,9.22,1.03,4.21
2014-05-10,四川,9.3,6.79,4.6
2014-05-10,安徽,7.21,8.31,3.82
2014-05-10,山东,7.25,2.78,3.99
2014-05-10,广东,9.51,47.62,3.35
2014-05-10,广西,9.82,11.03,3.76
2014-05-10,江苏,7.66,16.04,3.68
2014-05-10,江西,9.1,3.18,3.18
2014-05-10,浙江,8.62,8.51,3.35
2014-05-10,海南,8.86,1.44,2.87
2014-05-10,湖北,8.73,7.1,3.28
2014-05-10,湖南,9.15,6.21,3.17
2014-05-10,福建,9.24,2.95,3.24
2014-05-10,贵州,9.25,1.72,3.68
2014-05-10,重庆,8.44,3.46,4.06
2014-05-11,云南,9.09,2.39,4.23
2014-05-11,四川,9.1,5.79,4.32
2014-05-11,安徽,7.33,5.27,3.87
2014-05-11,山东,6.69,1.32,4.32
2014-05-11,广东,9.53,57.64,3.34
2014-05-11,广西,9.81,12.96,3.7
2014-05-11,江苏,7.81,14.16,3.43
2014-05-11,江西,9.31,2.31,3.11
2014-05-11,浙江,8.45,8.02,3.43
2014-05-11,海南,9.35,2.33,2.85
2014-05-11,湖北,8.4,7.16,3.37
2014-05-11,湖南,8.59,8.55,3.35
2014-05-11,福建,9.33,4.11,3.23
2014-05-11,贵州,9.05,0.91,3.92
2014-05-11,重庆,8.59,2.51,3.94
2014-05-12,云南,8.31,1.91,4.78
2014-05-12,四川,9.27,5.81,4.31
2014-05-12,安徽,7.17,7.81,3.84
2014-05-12,山东,6.85,3.55,4.13
2014-05-12,广东,9.5,49.5,3.35
2014-05-12,广西,9.64,18.65,3.84
2014-05-12,江苏,7.72,11.55,3.58
2014-05-12,江西,9.05,3.58,3.09
2014-05-12,浙江,8.35,9.12,3.46
2014-05-12,海南,8.91,1.92,2.87
2014-05-12,湖北,8.52,7.8,3.2
2014-05-12,湖南,8.62,7.13,3.21
2014-05-12,福建,9.42,2.8,3.22
2014-05-12,贵州,9.67,0.83,3.99
2014-05-12,重庆,8.78,2.02,4.02
2014-05-13,云南,8.88,2.14,4.48
2014-05-13,四川,9.59,5.14,4.56
2014-05-13,安徽,7.16,11.8,3.8
2014-05-13,山东,6.75,3.12,4.07
2014-05-13,广东,9.43,39.38,3.35
2014-05-13,广西,9.69,17.98,3.76
2014-05-13,江苏,7.49,12.63,3.59
2014-05-13,江西,8.91,4.46,3.26
2014-05-13,浙江,8.15,9.82,3.45
2014-05-13,海南,9.27,1.31,2.9
2014-05-13,湖北,8.32,7.28,3.21
2014-05-13,湖南,8.45,10.74,3.24
2014-05-13,福建,9.38,2.83,3.26
2014-05-13,贵州,9.64,2.75,3.93
2014-05-13,重庆,8.71,3.22,3.99
2014-05-14,云南,8.84,1.93,4.17
2014-05-14,四川,9.25,5.64,4.38
2014-05-14,安徽,7.08,7.45,3.65
2014-05-14,山东,6.61,2.85,4.1
2014-05-14,广东,9.52,31.38,3.36
2014-05-14,广西,9.61,12.64,3.81
2014-05-14,江苏,7.42,9.75,3.55
2014-05-14,江西,9.14,3.16,3.09
2014-05-14,浙江,8.26,7.62,3.41
2014-05-14,海南,9.93,1.44,2.86
2014-05-14,湖北,8.21,10.74,3.28
2014-05-14,湖南,8.35,8.5,3.22
2014-05-14,福建,9.37,2.89,3.41
2014-05-14,贵州,9.27,1.52,4.12
2014-05-14,重庆,9.21,2.09,3.88
2014-05-15,云南,8.69,1.28,4.38
2014-05-15,四川,9.57,5.4,4.49
2014-05-15,安徽,7.25,8.85,3.7
2014-05-15,山东,6.82,3.14,4.02
2014-05-15,广东,9.65,36.08,3.39
2014-05-15,广西,9.79,9.77,3.81
2014-05-15,江苏,7.35,9.14,3.61
2014-05-15,江西,9.25,2.8,3.1
2014-05-15,浙江,8.26,8.54,3.37
2014-05-15,海南,9.44,2.02,3.05
2014-05-15,湖北,8.24,6.59,3.29
2014-05-15,湖南,8.36,9.34,3.26
2014-05-15,福建,9.08,2.23,3.28
2014-05-15,贵州,9.42,1.34,4.48
2014-05-15,重庆,9.18,1.6,3.99
2014-05-16,云南,8.44,1.53,4.45
2014-05-16,四川,9.56,5.53,4.46
2014-05-16,安徽,7.48,9.5,3.63
2014-05-16,山东,6.48,1.85,3.99
2014-05-16,广东,9.37,45.46,3.31
2014-05-16,广西,9.75,13.1,3.84
2014-05-16,江苏,7.61,12.57,3.58
2014-05-16,江西,9.37,2.49,3.04
2014-05-16,浙江,8.02,7.57,3.55
2014-05-16,海南,9.73,2.71,2.83
2014-05-16,湖北,8.25,6.9,3.33
2014-05-16,湖南,8.37,8.75,3.26
2014-05-16,福建,9.25,2.04,3.2
2014-05-16,贵州,9.28,0.8,4.08
2014-05-16,重庆,8.93,2.19,4.06
2014-05-17,云南,8.87,1.63,4.12
2014-05-17,四川,9.34,5.83,4.5
2014-05-17,安徽,7.4,9.72,3.65
2014-05-17,山东,6.38,3.16,4.03
2014-05-17,广东,9.19,51.61,3.27
2014-05-17,广西,9.66,17.43,3.78
2014-05-17,江苏,7.26,10.18,3.76
2014-05-17,江西,9.03,4.12,3.21
2014-05-17,浙江,8.17,8.46,3.43
2014-05-17,海南,9.68,1.75,2.76
2014-05-17,湖北,8.3,11.48,3.23
2014-05-17,湖南,8.26,8.06,3.28
2014-05-17,福建,9.12,3.35,3.3
2014-05-17,贵州,8.85,1.31,4.02
2014-05-17,重庆,9.04,2.34,4.02
2014-05-18,云南,8.63,1.83,4.13
2014-05-18,四川,9.26,6.93,4.47
2014-05-18,安徽,7.32,8.79,3.71
2014-05-18,山东,6.7,4.07,3.92
2014-05-18,广东,9,59.37,3.31
2014-05-18,广西,9.63,13.68,3.77
2014-05-18,江苏,7.23,10.02,3.62
2014-05-18,江西,8.79,4.86,3.23
2014-05-18,浙江,7.89,7.25,3.56
2014-05-18,海南,9.51,2.41,2.88
2014-05-18,湖北,8.14,8.23,3.27
2014-05-18,湖南,7.84,6.64,3.33
2014-05-18,福建,9.05,3.68,3.24
2014-05-18,贵州,9.25,1.08,4.15
2014-05-18,重庆,8.9,2.75,4.05
2014-05-19,云南,8.57,1.85,4.32
2014-05-19,四川,9.05,6.21,4.28
2014-05-19,安徽,7.38,5.93,3.62
2014-05-19,山东,6.65,2.4,3.73
2014-05-19,广东,8.95,53.89,3.3
2014-05-19,广西,9.4,15.97,3.78
2014-05-19,江苏,7.39,13.74,3.42
2014-05-19,江西,8.79,4.7,3.12
2014-05-19,浙江,8.07,9.62,3.39
2014-05-19,海南,9.16,2.27,2.81
2014-05-19,湖北,8.5,9.65,3.22
2014-05-19,湖南,8.4,7.38,3.3
2014-05-19,福建,8.29,4.28,3.5
2014-05-19,贵州,10,1.02,3.88
2014-05-19,重庆,8.98,1.89,3.84
2014-05-20,云南,8.35,1.23,4.72
2014-05-20,四川,9.4,5.39,4.38
2014-05-20,安徽,7.01,7.6,3.77
2014-05-20,山东,6.72,2.35,4.34
2014-05-20,广东,8.73,57.12,3.36
2014-05-20,广西,9.39,17.79,3.72
2014-05-20,江苏,7.42,9.4,3.45
2014-05-20,江西,8.6,3.99,3.18
2014-05-20,浙江,7.71,7.32,3.59
2014-05-20,海南,9.14,4.07,2.88
2014-05-20,湖北,8.61,5.19,3.27
2014-05-20,湖南,8.33,6.26,3.47
2014-05-20,福建,8.86,3.41,3.27
2014-05-20,贵州,8.48,1.72,4.05
2014-05-20,重庆,8.94,2.47,3.99
2014-05-21,云南,7.68,3.2,4.49
2014-05-21,四川,9.13,5.12,4.26
2014-05-21,安徽,7.37,9.88,3.33
2014-05-21,山东,7.08,1.86,4.17
2014-05-21,广东,8.77,49.61,3.3
2014-05-21,广西,9.47,15.98,3.67
2014-05-21,江苏,7.28,11.21,3.56
2014-05-21,江西,9.18,3.67,3.07
2014-05-21,浙江,7.72,7.12,3.56
2014-05-21,海南,9.05,2.27,2.88
2014-05-21,湖北,8.57,5.11,3.2
2014-05-21,湖南,8.45,6.94,3.32
2014-05-21,福建,8.56,2.55,3.25
2014-05-21,贵州,8.6,1.35,3.9
2014-05-21,重庆,8.78,1.88,3.9
2014-05-22,云南,8.15,2.28,4.53
2014-05-22,四川,9.06,4.71,4.22
2014-05-22,安徽,7.24,7.54,3.52
2014-05-22,山东,6.83,2.99,4.07
2014-05-22,广东,8.62,44.89,3.32
2014-05-22,广西,9.23,11.91,3.79
2014-05-22,江苏,7.3,10.82,3.51
2014-05-22,江西,8.18,4,3.24
2014-05-22,浙江,7.82,8.84,3.31
2014-05-22,海南,9.26,2.5,2.74
2014-05-22,湖北,8.01,6.47,3.45
2014-05-22,湖南,8.83,4.59,3.39
2014-05-22,福建,8.77,3.03,3.22
2014-05-22,贵州,7.77,1.37,4.46
2014-05-22,重庆,8.87,2.77,3.93
2014-05-23,云南,7.92,2.59,4.12
2014-05-23,四川,9.28,4.89,4.36
2014-05-23,安徽,6.84,11.98,3.65
2014-05-23,山东,6.7,2.24,3.84
2014-05-23,广东,8.86,48.86,3.24
2014-05-23,广西,9.29,15.98,3.71
2014-05-23,江苏,6.99,14.65,3.52
2014-05-23,江西,8.42,4.42,3.23
2014-05-23,浙江,7.76,8.64,3.43
2014-05-23,海南,9.29,2,2.76
2014-05-23,湖北,8.09,8.76,3.3
2014-05-23,湖南,8.33,7.25,3.33
2014-05-23,福建,8.36,3.24,3.29
2014-05-23,贵州,8.5,2.12,4.2
2014-05-23,重庆,8.85,2.92,3.92
2014-05-24,云南,7.93,2.25,4.42
2014-05-24,四川,8.78,5.46,4.19
2014-05-24,安徽,7.19,8.1,3.25
2014-05-24,山东,6.08,2.59,4.11
2014-05-24,广东,8.89,47.44,3.3
2014-05-24,广西,9.09,15.21,3.64
2014-05-24,江苏,6.96,15.83,3.42
2014-05-24,江西,8.54,4.21,3.18
2014-05-24,浙江,7.47,8.86,3.51
2014-05-24,海南,8.95,2.27,2.76
2014-05-24,湖北,8.19,7.05,3.22
2014-05-24,湖南,8.53,7.78,3.32
2014-05-24,福建,8.25,3.44,3.45
2014-05-24,贵州,8.42,1.92,3.99
2014-05-24,重庆,8.93,3.43,3.98
2014-05-25,云南,8.02,2.21,4.45
2014-05-25,四川,8.5,5.02,4.32
2014-05-25,安徽,7.04,12.16,3.4
2014-05-25,山东,6.02,3.44,4.21
2014-05-25,广东,9.02,44.79,3.32
2014-05-25,广西,9.19,16.74,3.63
2014-05-25,江苏,6.82,13.39,3.45
2014-05-25,江西,8.22,4.07,3.08
2014-05-25,浙江,7.46,12.42,3.4
2014-05-25,海南,9.05,2.72,2.82
2014-05-25,湖北,7.86,7.25,3.29
2014-05-25,湖南,8.12,8.16,3.26
2014-05-25,福建,8.23,3.79,3.35
2014-05-25,贵州,9.22,1.82,3.87
2014-05-25,重庆,9.35,1.83,4.26
2014-05-26,云南,8,2.08,4.1
2014-05-26,四川,8.61,5.61,4.24
2014-05-26,安徽,6.65,7.3,3.5
2014-05-26,山东,6.23,2.1,3.93
2014-05-26,广东,8.84,49.3,3.24
2014-05-26,广西,9.15,17.28,3.72
2014-05-26,江苏,6.86,12.82,3.38
2014-05-26,江西,8.01,2.8,3.09
2014-05-26,浙江,7.6,8.36,3.24
2014-05-26,海南,9.17,3.69,2.83
2014-05-26,湖北,7.98,12.66,3.26
2014-05-26,湖南,8.02,5.93,3.23
2014-05-26,福建,8.5,3.09,3.1
2014-05-26,贵州,8.42,1.37,4.14
2014-05-26,重庆,9.22,2.03,3.96
2014-05-27,云南,8.14,2.15,4.45
2014-05-27,四川,8.22,5.15,4.25
2014-05-27,安徽,6.96,8.03,3.25
2014-05-27,山东,6.03,2.62,3.82
2014-05-27,广东,8.94,43.17,3.22
2014-05-27,广西,9.1,14,3.64
2014-05-27,江苏,6.85,9.16,3.48
2014-05-27,江西,8.71,3.57,3.02
2014-05-27,浙江,7.25,9.92,3.41
2014-05-27,海南,9.01,2.82,2.9
2014-05-27,湖北,7.94,8.73,3.13
2014-05-27,湖南,8.23,10.18,3.22
2014-05-27,福建,8.63,2.76,3.11
2014-05-27,贵州,8.26,2.19,3.87
2014-05-27,重庆,8.89,2.04,4.07
2014-05-28,云南,7.92,2.81,4.34
2014-05-28,四川,8.69,6.29,4.35
2014-05-28,安徽,6.76,10.36,3.22
2014-05-28,山东,6.32,1.88,3.99
2014-05-28,广东,8.67,37.77,3.26
2014-05-28,广西,9.05,15.53,3.69
2014-05-28,江苏,6.94,9.24,3.31
2014-05-28,江西,8.51,2.72,2.99
2014-05-28,浙江,7.28,10.92,3.35
2014-05-28,海南,8.93,2.79,2.84
2014-05-28,湖北,7.8,7.58,3.25
2014-05-28,湖南,7.94,11.2,3.22
2014-05-28,福建,8.13,2.65,3.22
2014-05-28,贵州,7.95,1.96,3.98
2014-05-28,重庆,8.77,1.87,3.96
2014-05-29,云南,8.23,1.88,4.28
2014-05-29,四川,8.77,6.06,4.48
2014-05-29,安徽,6.57,8.89,3.5
2014-05-29,山东,5.75,1.44,4.21
2014-05-29,广东,8.84,41.49,3.25
2014-05-29,广西,9.29,14.72,3.67
2014-05-29,江苏,6.74,8.6,3.47
2014-05-29,江西,8.29,4.09,3.09
2014-05-29,浙江,7.13,7.51,3.38
2014-05-29,海南,9.14,1.92,2.83
2014-05-29,湖北,7.98,12.11,3.22
2014-05-29,湖南,8.1,6.86,3.28
2014-05-29,福建,8.36,3.48,3.11
2014-05-29,贵州,8.1,1.98,4.41
2014-05-29,重庆,8.67,2.22,4.14
2014-05-30,云南,8.24,1.66,4.4
2014-05-30,四川,8.36,8.48,4.35
2014-05-30,安徽,6.28,10.96,3.6
2014-05-30,山东,5.64,3.57,4.11
2014-05-30,广东,8.38,50.06,3.21
2014-05-30,广西,9.09,17.47,3.66
2014-05-30,江苏,6.34,15.47,3.47
2014-05-30,江西,8.4,4.41,3.04
2014-05-30,浙江,7.13,12.32,3.32
2014-05-30,海南,8.72,2.64,2.86
2014-05-30,湖北,7.69,10.5,3.32
2014-05-30,湖南,8.32,9.03,3.28
2014-05-30,福建,8.53,4.67,3.09
2014-05-30,贵州,8.61,2.38,3.8
2014-05-30,重庆,8.59,2.67,4.16
2014-05-31,云南,8.07,3.39,4.42
2014-05-31,四川,8.69,9.89,4.47
2014-05-31,安徽,6.61,10.67,3.33
2014-05-31,山东,5.53,2.95,4.09
2014-05-31,广东,8.51,69.38,3.2
2014-05-31,广西,8.97,27.48,3.62
2014-05-31,江苏,6.37,22.84,3.47
2014-05-31,江西,8.23,7.03,3.02
2014-05-31,浙江,6.8,19.95,3.36
2014-05-31,海南,9,3.28,2.96
2014-05-31,湖北,7.82,13.78,3.11
2014-05-31,湖南,8.06,11.35,3.31
2014-05-31,福建,7.94,5.74,3.06
2014-05-31,贵州,8.67,2.88,4.2
2014-05-31,重庆,8.55,3.13,4.06
2014-06-01,云南,7.81,2.96,4.25
2014-06-01,四川,8.63,9.62,4.35
2014-06-01,安徽,6.15,15.15,3.45
2014-06-01,山东,5.61,5.02,4.06
2014-06-01,广东,8.54,81.89,3.14
2014-06-01,广西,8.97,21.34,3.53
2014-06-01,江苏,6.31,22.84,3.48
2014-06-01,江西,8.5,6.32,2.82
